[15-12-2015 19:38:58]: Pluz. hat Bonus mit Waffe 30 an Part 7 getroffen, Schaden: 9.9000006
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025231
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025231
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:19]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025231
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850232
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.1567523
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850232
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.15675175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:20]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14850232
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.14025174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.10725116
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.12375116
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550175
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.11550115
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:39:21]: Bonus hat Bonus mit Waffe 37 an Part 3 getroffen, Schaden: 0.13200174
[01-01-2016 03:40:56]: Bonus hat Bonus mit Waffe 16 an Part 3 getroffen, Schaden: 82.5
[01-01-2016 03:44:60]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:44:60]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:44:60]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:44:60]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:01]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:02]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:03]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:04]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:05]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:05]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:05]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:05]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:06]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:07]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:08]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:09]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:09]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:09]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:09]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:09]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:13]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:13]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:14]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:14]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:14]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:45:14]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:47:40]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:36]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:36]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:37]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:38]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
[01-01-2016 03:48:39]: Bonus hat Bonus mit Waffe 17 an Part 3 getroffen, Schaden: 0.33000001
